Source,Target,Distance,ExecutionTime
1309645145,3221834449,3398,00000,1467250
1336473631,1283421236,19658,00000,2629083
1792376903,305722766,19362,00000,1737291
2807569839,4955450740,12422,00000,1622291
1221739035,4252220390,2558,00000,883291
1509547520,490368898,8958,00000,1468458
3619147663,3731432818,10738,00000,1458917
1187290301,1082241389,19412,00000,1641291
1068964678,3398112272,16738,00000,2035084
3470915871,268084396,10231,00000,1516792
347648645,346151386,25537,00000,2415625
4202690792,4379628043,19153,00000,1190042
4928982759,1100516400,9455,00000,1259584
4157728697,344968584,18709,00000,2102292
403797192,577473976,17856,00000,1345750
388404246,1835327410,4030,00000,791333
2394747794,1494170048,5495,00000,1039792
4428983829,3905350951,231,00000,391041
458321925,391518967,10405,00000,1264042
117541,764357628,2991,00000,904542
313316505,4580849623,390,00000,390958
4593241775,4605370229,11014,00000,1306542
697768451,2007116619,20965,00000,1860584
3396544685,1099073474,14094,00000,1886167
3100081622,1016074974,7221,00000,1534083
3228768948,655152112,8846,00000,2285000
1351401724,1247506935,23587,00000,3752333
5351682512,3208306627,10505,00000,3521084
342267684,2293330946,8940,00000,2813166
1081999385,368181446,4902,00000,2261958
1137507997,2441404777,6817,00000,2459334
294243140,3187668865,4731,00000,2028417
399754720,3791180347,3806,00000,1971166
1937180391,252109031,10339,00000,3843125
3476471806,310749332,24800,00000,4443542
3631896639,275916839,5459,00000,3463458
1583260503,2329900539,21668,00000,3424708
5270159244,3126234144,13099,00000,2667500
1099806291,310148333,11356,00000,3892500
296341941,1350416938,27594,00000,4227833
1788362304,30434785,21135,00000,4777959
1601689439,1103792580,23346,00000,5880875
1290806789,1218060180,4717,00000,3292250
2237273194,281393687,14256,00000,3942125
4153219063,791242323,7261,00000,3763584
1015131550,1089039806,26201,00000,4853750
122743571,436068789,19289,00000,5282083
247475188,2501756764,5586,00000,3672459
1693237779,2450674436,24110,00000,9673083
4929281168,371446275,5945,00000,46026292
4927485419,3900163928,9417,00000,2041167
3304986653,266165296,2881,00000,576958
33153466,583691822,4077,00000,1314583
244976293,295264780,28943,00000,2538708
4906190711,3305459118,6411,00000,1421542
4154186303,430653986,15762,00000,2468333
4896086481,1673514158,19303,00000,2583417
1255825274,357383082,5600,00000,1112125
1159815999,269893353,8384,00000,1515000
1081965294,3404577758,8062,00000,1823750
442563997,2915637669,1550,00000,874041
3776243629,3256192158,5092,00000,1168250
1785194132,370117542,20017,00000,2671333
403412382,4777035212,24210,00000,2442875
4569433042,107876267,10142,00000,1674417
506742651,1127786643,7966,00000,1627500
276257649,534648187,1458,00000,638000
3163887365,356243000,6679,00000,1479541
1300151882,1278472287,10794,00000,1798792
2460900030,410647092,6875,00000,1952458
415896608,333179155,4478,00000,1190167
1253115644,3436893346,4566,00000,1649833
2908120214,286514091,20349,00000,3279541
1349396108,1829744808,21609,00000,1560083
339249565,412125339,24315,00000,2149333
479251723,1099035503,14503,00000,1883333
1559838266,318239704,6652,00000,1456916
294153058,118721,9761,00000,1509541
4374885861,1097821119,9530,00000,1643250
596274047,2612120169,9013,00000,1473875
1977133176,3578263651,20993,00000,2789708
1825480555,4206136863,6212,00000,1535916
2162430263,3227225096,18649,00000,3018417
1861876313,774061978,4940,00000,1274417
4798053061,265847052,7528,00000,1374708
1312989181,1225835427,14817,00000,1898625
367689316,308208596,23583,00000,2453750
2616222693,203127108,9177,00000,6647334
1893903953,821921484,8699,00000,1956167
1326216590,2104742220,1536,00000,627875
2589609259,32343803,27326,00000,2577167
1472245949,56526085,8536,00000,1553208
1165267280,5219516992,10462,00000,1736583
307531340,1134277830,11986,00000,1852166
340836525,722263,7189,00000,1694125
493400301,5174250260,4168,00000,1109042
27380588,1116147486,22042,00000,3359000
5191871580,2372774918,25580,00000,3249959
3506673199,654106931,8799,00000,2128334
1098088275,97994171,16323,00000,2077458
2618833322,2767113542,6245,00000,1308209
5089014661,4770751951,10847,00000,2237875
321437326,1073461645,14093,00000,2653000
4185788359,278219808,693,00000,1109958
1488323060,1224500553,18666,00000,2096833
4065829986,1550127618,3151,00000,1438042
265515017,292460459,2552,00000,1238875
1027921858,3887956366,7972,00000,2464084
1148158019,473115680,8950,00000,1807000
2653207194,5331858591,24811,00000,3039458
1414518966,1185175801,6640,00000,1030208
4193554940,2338494835,4320,00000,1495000
2174054482,47015936,5910,00000,1255334
2068082009,1578751754,15874,00000,2057209
2774119023,310655102,18067,00000,1836625
1283395455,224285440,7145,00000,1443917
1607586502,1181188389,2029,00000,577333
1688848753,1798746191,17826,00000,2158584
3234238024,2213753214,8381,00000,1695958
5316660356,310769468,20190,00000,2507333
4589997570,4209719894,5984,00000,1376167
2876019281,1607283322,2963,00000,690375
603858312,4948381427,9784,00000,1611542
1094416009,5167493720,6513,00000,1690042
321575756,4280320820,12941,00000,2346625
3158596789,262137522,6193,00000,1302125
2216066839,4956887775,7811,00000,1529375
280966328,1576112096,6058,00000,1477125
568490381,34002200,24053,00000,1973792
1188858303,2426538484,24746,00000,2037750
154434145,1096242054,6732,00000,1337542
1341616405,427740118,12987,00000,1510416
1680842147,5178971059,4704,00000,807541
47014801,76813064,8532,00000,1200042
1568318020,2554543536,3497,00000,801500
294886663,1877830610,16701,00000,2672666
279889808,2598280829,8250,00000,1475792
674128558,4608182099,7128,00000,2067583
1426349643,308669433,7201,00000,1705875
1320385648,4929241550,25321,00000,2203500
3092113900,255711671,13033,00000,2403667
1290610417,1269551481,4342,00000,1725500
672231177,3121879541,19893,00000,3442584
312487811,484273863,10899,00000,2256542
5012466364,7451598,3817,00000,1909084
343277097,437117921,20256,00000,2276875
2411230852,332297156,21907,00000,2312125
264132837,267840218,10948,00000,2330291
290792067,290877279,9750,00000,2150667
2681232129,1128431027,7426,00000,2272208
61105047,2603833664,23705,00000,2999292
305643426,525853799,3493,00000,1776625
5265904626,1949937610,16190,00000,3924583
1298515950,1256999430,10418,00000,3036833
490368480,95260470,18254,00000,1729583
1131028597,1122435196,15418,00000,1408542
257567428,270138510,4579,00000,1007500
2640125399,241419865,28404,00000,2471917
1022394329,3300142205,7308,00000,1585708
5306064480,3287787886,18060,00000,1889375
252111247,2049589669,25648,00000,1444208
2737108019,1311098913,7009,00000,1079041
281260951,821518188,7093,00000,1383250
254446203,4927503275,18680,00000,2299875
388401926,4927533102,6678,00000,1402208
122113595,370117938,16148,00000,1410292
2027524228,1510710533,11658,00000,1208167
4929152938,268888233,8522,00000,1685167
1693464155,258411038,20521,00000,2190125
5088315933,861611796,20272,00000,1653417
5272349099,866988012,4777,00000,777750
24953649,2754293003,1559,00000,1423625
2678717088,2300233129,7299,00000,1630292
311340078,277897413,5024,00000,1600208
3463286647,2062275459,17032,00000,2267333
2720470911,1591513249,4234,00000,858584
2902531717,32994924,26955,00000,1679375
700336671,1015397898,12217,00000,1625292
4309203676,1165827695,7383,00000,1556417
2670899273,29977519,27518,00000,1987542
116040259,4421135090,10411,00000,1483625
248448476,2588080818,9268,00000,1669042
3476472111,1877830918,21550,00000,2172166
2657916050,1080706541,958,00000,515667
1420267429,251740405,5166,00000,1095208
2426385440,2415181520,7884,00000,1377584
4658772083,17505489,684,00000,581291
2570413719,5023331697,13880,00000,1963583
3426869714,257428027,8565,00000,1705375
4081345295,344727832,9420,00000,1562750
261022130,1700459417,12649,00000,2031958
4971289144,2055136842,22622,00000,2372792
2968705641,303793401,10021,00000,1462917
2071614543,1116602237,17597,00000,1944291
2370496452,681625,25387,00000,2561667
4184495019,3048941386,5894,00000,1248709
4960583497,1133815544,6892,00000,1548125
1585090345,5087758887,5258,00000,1070583
256326378,925335582,11032,00000,2156375
3145428502,2375824453,8222,00000,1555167
311820239,1094686807,7692,00000,1726250
4956887592,382987587,8377,00000,1666083
301893156,4512518763,7921,00000,1293083
2688113787,8140510,6002,00000,1065125
439993950,333178179,16021,00000,2055416
3163559816,1822585044,18308,00000,1791750
4428919760,1580191213,8089,00000,1159375
382955373,2393639453,19022,00000,1783083
1312826406,4943710252,12965,00000,1840375
2977269175,1829384819,9570,00000,1469708
286982630,371884814,6511,00000,996250
2038107653,3076821882,12474,00000,1615750
281954214,1410123743,4847,00000,916500
4526818579,455596018,5627,00000,895291
416002119,2382249630,6152,00000,1281875
2076021624,2064564811,4470,00000,1362334
75618307,4927488349,19873,00000,2023333
1760397364,2249899095,10578,00000,1338250
252022634,1729429,9068,00000,44766292
1832881685,2733764888,7937,00000,1394791
5019236309,294174731,21368,00000,2091083
3623952634,3506002702,22375,00000,1907125
1170902853,1590560121,8998,00000,1212042
4007320434,430725829,5708,00000,1202250
1298535362,4125266146,8587,00000,4382333
1584052259,4416923725,19590,00000,2108167
4329605854,1087134976,23355,00000,1901167
1531139543,3897688032,25651,00000,1943542
1488977365,5233449428,17240,00000,1161042
14835448,4602505226,19351,00000,2679750
392294351,1164767518,6962,00000,1465208
1205837070,1139667121,12915,00000,1504125
1643208864,1507731893,5391,00000,803875
5367468583,766680022,4914,00000,1026167
1821473756,1099430378,26333,00000,1807417
281974114,2502632574,8664,00000,1158709
496179434,83745296,17502,00000,1933417
4629483390,1125192709,9239,00000,970708
2217956729,33152970,21456,00000,2216792
147555,864034905,24814,00000,2224084
1436938626,291326368,21198,00000,2153667
428037617,265900832,8876,00000,1944958
